gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g20949,19,48,0,0,0,0
g20950,37,56,0,0,0,0
g20951,27,103,56,0,90,0
g20953,44,32,37,44,25,43
g20957,70,68,59,90,47,71
g20958,20,6,3,4,5,18
g20959,0,0,0,3,0,0
g20960,8,2,0,9,0,15
g20961,71,33,27,74,21,47
g20963,3,3,1,4,1,0
g20965,13,17,6,11,18,18
g20966,0,0,0,5,0,0
g20967,1093,966,1853,934,2034,1356
g20970,15,1,7,8,1,10
g20971,17,6,8,4,1,0
g20973,54,50,162,28,55,16
g20974,155,84,78,112,66,87
g20975,9,7,5,0,9,0
g20976,15,13,11,0,15,0
g20978,22,10,6,3,5,2
g20982,11,8,7,11,8,7
g20980,439,402,714,181,532,221
g20981,35,63,21,2,2,2
g20983,540,307,728,505,432,506
g20984,1368,1031,937,1405,886,1823
g20987,0,1,0,0,0,4
g20986,119,167,325,144,321,420
g20989,14,6,7,9,0,7
g20991,469,244,491,498,324,444
g20995,3,2,2,0,0,0
g20996,9,0,25,35,33,25
g20998,4,0,0,4,0,0
g20999,5,0,3,3,3,2
g21000,3,0,3,5,6,0
g21001,0,0,0,0,0,0
g21004,3,2,4,4,3,3
g21011,0,0,0,0,0,0
g21016,2,0,0,0,0,0
g21017,31,40,57,25,66,21
g21018,4,2,18,4,12,6
g21022,126,0,654,167,497,143
g21026,5,0,0,1,0,7
g21023,0,0,0,0,0,0
g21024,0,0,0,0,0,1
g21025,144,0,0,238,0,140
g21029,74,44,40,66,33,44
g21030,5,5,6,25,5,2
g21032,6,27,42,29,29,23
g21034,11,3,16,0,6,10
g21038,372,139,378,203,270,419
g21039,978,719,960,1237,582,1010
g21042,188,221,180,222,141,141
g21043,85,61,120,63,48,136
g21044,38,20,29,56,19,35
g21046,5,4,19,10,15,7
g21045,529,154,205,353,149,397
g21047,143,54,236,76,123,125
g21048,368,205,297,144,287,226
g21049,28,8,8,21,9,24
g21050,571,205,527,580,344,1278
g21057,0,3,2,0,8,0
g21059,18,8,14,62,11,45
g21063,5,0,0,10,0,11
g21065,5,0,0,4,0,0
g21070,0,0,0,1,0,0
g21071,5,0,0,0,0,0
g21072,65,27,34,21,24,47
g21073,30,8,22,10,9,18
g21076,58,22,0,37,0,112
g21077,3,0,0,0,8,0
g21078,8,21,20,20,28,22
g21089,2,0,0,0,0,0
g21090,19,0,0,29,0,0
g21092,3,1,1,4,2,2
g21093,5,14,7,0,13,15
g21091,352,230,611,422,356,395
g21094,211,151,226,200,117,225
g21097,283,184,278,209,226,252
g21095,15,13,7,23,14,30
g21096,7633,5069,6515,7471,5260,6382
g21098,25,18,58,47,15,43
g21101,69,43,108,40,65,101
g21102,431,192,474,457,321,546
g21103,140,64,127,148,93,168
g21105,277,128,448,170,281,241
g21109,50,31,14,28,28,62
g21110,178,71,129,151,66,297
g21111,0,65,39,99,27,31
g21112,0,14,6,6,0,11
g21114,2,0,0,2,4,0
g21119,8,13,10,14,0,14
g21126,2,0,5,0,0,6
g21127,2,0,0,0,0,0
g21128,2,1,1,0,0,0
g21129,3,2,1,1,0,1
g21132,1,1,0,4,0,2
g21133,24,29,12,42,8,28
g21134,35,25,206,154,111,194
g21135,0,0,19,27,24,46
g21139,20,6,8,3,12,21
g21140,4,6,8,3,3,10
g21141,0,146,455,0,295,0
g21143,4,398,1247,0,937,0
g21147,2,0,0,0,0,0
g21150,303,159,204,270,249,183
g21151,293,197,252,132,265,259
g21153,0,0,4,0,2,0
g21152,445,288,955,355,637,404
g21154,36,9,3,0,2,0
g21155,22,0,0,0,0,0
g21158,10,10,5,3,5,6
g21161,4,0,2,3,0,0
g21179,121,61,71,84,48,70
g21181,13,11,22,39,33,21
g21182,208,139,482,321,225,306
g21183,0,17,0,9,0,111
g21184,19,21,43,15,16,48
g21185,883,1065,1007,1253,783,848
g21186,678,349,449,430,355,336
g21187,136,29,69,81,62,69
g21188,61,35,61,57,71,115
g21189,12,11,27,57,29,35
g21190,601,332,234,504,137,117
g21191,5,1,4,2,4,4
g21196,1,2,0,0,0,5
g21197,10,7,10,9,1,4
g21200,120,121,150,81,87,145
g21201,180,73,135,135,135,189
g21202,133,61,158,164,136,217
g21205,47,54,20,15,18,22
g21206,54,18,7,9,7,14
g21207,13,3,20,14,13,28
g21208,226,163,330,245,252,242
g21209,0,0,0,0,0,0
g21210,0,0,0,3,0,0
g21211,102,56,54,112,40,93
g21212,141,112,84,204,48,205
g21217,98,151,38,19,43,30
g21218,217,199,277,240,227,312
g21219,858,338,623,746,541,642
g21220,517,426,544,651,477,449
g21222,3,0,5,0,2,10
g21221,1089,335,724,632,479,1200
g21225,12,12,19,10,13,21
g21229,2,0,0,0,0,0
g21230,22,16,31,11,22,3
g21231,4,0,1,0,0,0
g21234,2,1,0,2,1,1
g21238,0,1,1,1,0,0
g21237,3,1,2,6,4,2
g21242,0,0,0,0,0,0
g21241,5,0,0,0,0,0
g21244,1,0,0,0,0,0
g21245,83,0,0,0,0,0
g21246,19,0,2,1,0,6
g21247,0,0,0,0,3,6
g21248,1,7,4,2,2,7
g21249,5,15,0,14,0,9
g21250,4,0,0,4,0,2
g21253,0,0,63,0,78,0
g21255,2092,895,902,1058,807,547
g21256,1,0,0,0,0,0
g21257,4,0,0,11,0,9
g21258,479,312,506,648,405,792
g21259,600,152,571,687,442,324
g21260,214,78,327,219,163,168
g21261,55,64,92,88,56,53
g21264,20,9,23,10,9,18
g21265,0,0,1,0,0,0
g21268,2824,3384,598,5552,409,239
g21269,218,324,370,370,278,315
g21270,773,614,562,821,417,623
g21274,127,53,202,215,221,214
g21275,87,38,145,137,119,115
g21277,1046,622,716,646,667,1127
g21279,25,83,264,204,169,284
g21280,31,3,78,107,80,205
g21283,0,0,0,0,0,0
g21285,0,0,0,0,0,0
g21286,0,0,0,0,0,0
g21288,0,2,0,0,0,3
g21281,128,86,119,109,80,122
g21282,1,1,1,1,0,0
g21287,9,9,4,12,6,12
g21289,188,86,212,193,84,93
g21290,244,112,140,140,150,357
g21291,101,11,11,4,6,2
g21292,840,468,1112,927,747,776
g21294,9,12,21,37,14,32
g21302,94,25,72,90,47,83
g21303,106,69,89,33,152,160
g21304,0,0,0,0,0,0
g21308,497,431,483,316,431,430
g21309,34,33,2,169,0,8
g21310,1566,739,203,1018,128,326
g21311,706,68,84,563,31,27
g21318,142,70,224,231,136,216
g21320,68,42,27,85,0,4
g21321,7,0,0,0,0,4
g21323,2,0,1,6,0,7
g21324,8,0,0,4,0,0
g21325,494,427,819,671,764,905
g21326,102,64,137,142,123,136
g21329,2,507,1393,0,1246,0
g21331,81,89,110,137,77,127
g21332,2,0,0,1,1,0
g21333,1000,72,551,200,691,822
g21334,5,19,29,14,33,6
g21335,48,8,17,9,5,25
g21337,2,0,0,4,0,0
g21338,149,976,391,162,401,210
g21339,265,231,204,251,148,353
g21341,31,15,25,40,35,45
g21342,24,0,26,31,34,55
g21343,1,0,1,0,1,0
g21344,1,3,3,0,3,0
g21346,9666,6307,13857,18810,11651,10607
g21347,210,116,159,208,148,254
g21348,270,138,251,242,158,229
g21352,4,17,2,0,9,4
g21353,5,4,3,0,2,2
g21354,29,43,59,16,44,42
g21358,52,172,142,435,115,462
g21363,10405,1035,2691,2163,2579,6164
g21364,1524,137,598,563,527,1425
g21365,3669,391,1580,1302,1617,4467
g21370,4452,2709,4319,4237,3744,3736
g21371,4557,6,1590,5497,2331,5522
g21374,23,0,7,0,5,0
g21372,1376,288,442,317,223,977
g21373,45,7,21,12,4,19
g21375,2,0,0,0,0,0
g21380,27,17,91,75,57,126
g21387,3,4,23,0,24,7
g21388,0,0,18,8,2,4
g21391,0,0,0,0,0,0
g21393,17,22,14,30,26,19
g21394,60,34,47,51,60,41
g21395,0,3,1,2,0,0
g21396,19,23,9,9,20,17
g21404,213,508,320,130,298,256
g21421,29,7,18,23,9,11
g21433,1,0,0,0,0,0
g21434,14,9,6,3,11,14
g21435,33,25,55,56,29,64
g21436,361,112,372,151,256,273
g21439,356,327,238,207,172,330
g21440,6938,1288,8882,11186,6796,11481
g21441,336,219,314,439,360,442
g21442,2,0,0,3,2,2
g21444,6,10,9,7,13,10
g21445,8,31,84,17,26,41
g21446,142,99,230,192,138,211
g21451,354,180,456,189,322,221
g21453,144,194,123,120,70,92
g21454,1302,426,851,1877,555,1839
g21456,19,8,12,12,8,13
g21461,3,0,0,0,0,0
g21462,22,68,60,0,97,0
g21466,12,0,0,0,0,0
g21468,7,0,15,4,7,7
g21469,338,115,339,273,239,312
g21470,4,0,0,0,0,0
g21471,4,1,0,1,1,7
g21473,3,3,0,0,0,0
g21474,1,0,0,1,1,3
g21475,8,8,14,52,9,50
g21476,388,55,202,63,88,182
g21478,104,78,81,123,97,123
g21479,148,139,126,222,54,153
g21481,0,227,778,0,412,0
g21484,3,254,948,0,579,0
g21486,1075,637,1659,1474,1017,1131
g21487,34,19,35,30,26,32
g21488,341,118,495,248,359,198
g21489,98,73,40,106,48,20
g21490,1565,1226,719,2202,555,241
g21491,638,250,557,498,312,646
g21494,51,17,15,24,18,37
g21492,0,0,0,0,0,0
g21493,2103,386,1097,743,770,2017
g21495,32,23,19,15,6,13
g21496,0,0,0,0,0,0
g21497,326,133,239,370,238,356
g21498,0,0,0,4,0,0
g21500,6,109,201,113,159,107
g21501,2,2,14,7,5,4
g21504,371,100,176,91,172,787
g21505,15,22,5,16,4,12
g21507,38,40,12,87,17,207
g21520,80,0,14,33,11,155
g21521,9,9,37,10,79,15
g21523,3,0,1,1,0,0
g21522,123,126,121,177,103,135
g21525,64,0,8812,1251,1413,2446
g21526,57,78,0,22,0,45
g21527,39,27,75,21,54,40
g21528,11,0,0,6,0,3
g21529,336,258,304,318,216,385
g21530,23,8,3,1,9,8
g21531,22,2,73,0,61,4
g21541,0,0,0,0,0,0
g21544,0,0,0,0,0,0
g21545,0,0,0,0,0,0
g21549,0,0,0,0,0,0
g21550,0,0,0,9,0,0
g21575,0,0,0,0,0,0
g21578,0,0,0,0,0,0
g21579,0,0,0,0,0,0
g21580,0,0,0,0,0,0
g21584,0,0,0,0,0,0
g21585,0,0,0,0,0,0
g21587,0,0,0,0,0,0
g21617,0,0,0,0,0,0
g21624,0,0,0,0,0,0
g21625,0,0,0,0,4,0
g21626,0,0,0,1,0,0
g21627,0,0,0,0,0,0
g21638,0,0,0,0,0,6
g21639,0,0,0,0,0,0
g21646,0,0,0,0,0,0
g21647,0,0,0,0,0,0
g21707,0,0,0,0,3,0
g21720,0,0,0,0,0,0
g21725,0,0,0,0,0,0
g21726,0,0,0,0,0,0
g21742,0,0,0,23,0,12
g21769,0,0,13,4,0,0
g21771,0,0,0,0,0,0
g21772,0,0,0,0,0,0
g21773,0,0,0,0,0,0
g21774,0,0,0,0,0,0
g21775,0,0,0,0,0,0
g21778,0,0,0,0,0,0
g21779,0,0,0,0,0,0
g21780,0,0,0,0,0,0
g21781,0,2,0,3,1,0
g21784,0,0,0,0,0,0
g21788,0,0,0,0,0,0
g21789,0,0,0,0,0,0
g21790,0,0,0,0,0,0
g21791,0,0,0,0,0,0
g21792,0,0,0,0,0,0
g21793,0,0,0,0,0,0
g21794,0,0,0,0,0,0
g21796,0,0,0,17,0,10
g21797,0,0,0,0,0,0
g21798,0,0,0,0,0,0
g21800,0,0,0,0,0,0
g21808,0,4,0,5,0,3
g21809,0,0,0,1,0,1
g21810,0,0,0,0,0,0
g21811,0,0,0,0,0,0
g21812,0,0,0,1,0,0
g21813,0,0,3,0,0,0
g21814,0,2,4,3,3,7
g21816,0,0,0,0,0,0
g21817,0,0,0,0,0,0
g21822,0,0,0,2,0,1
g21824,0,2,4,9,1,5
g21825,0,0,0,0,0,0
g21827,0,0,0,0,0,0
g21829,0,0,0,0,0,0
g21830,0,0,0,0,0,0
g21831,0,0,0,0,0,0
g21832,0,0,0,0,0,0
g21833,0,0,0,0,0,0
g21834,0,0,0,0,0,0
g21835,0,0,0,0,0,0
g21836,0,0,0,0,0,0
g21837,0,0,0,0,0,0
g21840,0,0,3,0,0,0
g21843,0,8,1,0,0,0
g21844,0,0,0,0,0,0
g21845,0,0,2,0,0,0
g21846,0,0,0,2,0,0
g21852,0,0,0,0,0,0
g21854,0,0,0,0,0,0
g21877,0,0,0,0,3,0
g21882,0,0,0,0,0,0
g21883,0,0,0,0,0,0
g21896,0,0,2,0,0,0
g21899,0,0,0,0,0,0
g21912,0,0,0,0,0,0
g21928,0,0,2,0,0,0
g21929,0,1,0,1,0,0
g21930,0,0,4,6,0,0
g21933,0,0,0,0,4,6
g21934,0,0,8,0,2,2
g21935,0,0,0,0,0,0
g21936,0,0,0,0,0,4
g21937,0,0,0,0,0,0
g21938,0,0,0,0,0,0
g21939,0,0,0,0,0,0
g21941,0,0,0,0,0,0
g21943,0,0,0,0,0,0
g21944,0,0,0,0,0,4
g21945,0,0,1,0,0,0
g21946,0,0,0,0,0,4
g21949,0,0,0,0,0,0
g21950,0,0,0,0,0,0
g21951,0,0,3,0,1,0
g21952,0,0,0,1,1,0
g21953,0,0,3,0,0,1
g21956,0,0,0,0,3,0
g21957,0,0,2,0,2,2
g21958,0,0,0,0,0,2
g21959,0,0,0,0,0,0
g21960,0,0,0,0,0,0
g21961,0,0,0,0,0,0
g21962,0,0,0,0,0,0
g21965,0,0,0,0,0,0
g21966,0,0,0,0,0,0
g21967,0,0,0,0,0,0
g21968,0,0,0,0,0,0
g21969,0,0,0,0,0,0
g21986,0,0,0,0,0,2
g21987,0,0,0,7,0,0
g21988,0,0,0,0,0,0
g21989,0,0,0,0,0,0
g21991,0,0,0,0,0,0
g21992,0,0,0,0,0,0
g21993,0,0,0,2,0,0
g21994,0,0,0,0,0,0
g21997,0,0,0,0,0,0
g21998,0,0,0,0,0,0
g22001,0,2,0,1,0,0
g22003,0,0,0,0,0,0
g22006,0,0,0,0,0,0
g22009,0,2,0,0,0,0
g22010,0,0,5,0,3,0
g22018,0,0,0,2,4,0
g22019,0,0,8,0,0,0
g22022,0,0,0,2,2,0
g22025,0,0,0,0,3,0
g22027,0,0,0,0,0,0
g22028,0,0,0,0,0,0
g22029,0,0,0,0,0,0
g22031,0,0,1,0,1,0
g22032,0,0,0,0,0,0
g22035,0,0,0,0,0,0
g22036,0,0,0,0,0,0
g22037,0,0,0,0,0,0
g22038,0,0,0,0,0,0
g22039,0,0,0,8,0,0
g22040,0,0,0,0,0,0
g22041,0,0,0,0,0,0
g22042,0,0,0,1,3,0
g22045,0,0,0,0,0,0
g22046,0,0,2,2,0,1
g22047,0,0,0,0,0,0
g22048,0,0,0,0,0,0
g22050,0,0,0,0,0,0
g22053,0,1,1,1,1,0
g22057,0,0,0,0,0,0
g22061,0,0,0,0,0,0
g22063,0,0,0,0,0,0
g22064,0,0,0,0,0,0
g22065,0,0,0,0,0,0
g22069,0,1,0,4,0,9
g22071,0,0,0,0,0,0
g22072,0,0,9,0,0,2
g22075,0,0,0,7,0,0
g22076,0,0,0,2,0,0
g22079,0,0,0,0,2,0
g22080,0,0,0,0,0,0
g22081,0,0,0,0,0,0
g22082,0,0,8,0,7,0
g22083,0,0,0,0,0,0
g22089,0,0,0,0,0,0
g22090,0,0,0,0,0,0
g22091,0,0,0,2,0,0
g22092,0,0,0,0,0,0
g22093,0,0,0,0,0,0
g22094,0,0,0,0,0,0
g22097,0,0,0,0,0,0
g22098,0,0,0,3,0,0
g22099,0,0,0,0,0,0
g22100,0,0,0,0,0,0
g22101,0,0,0,0,0,0
g22102,0,0,2,0,0,0
g22103,0,0,0,0,6,0
g22104,0,3,5,0,0,0
g22110,0,0,8,0,1,0
g22114,0,0,0,0,0,0
g22117,0,0,0,0,0,0
g22120,0,0,0,0,0,0
g22121,0,0,1,1,0,0
g22122,0,0,0,18,0,0
g22135,0,0,0,0,2,0
g22139,0,0,0,0,2,8
g22141,0,1,0,0,0,0
g22145,0,4,4,2,0,0
g22151,0,0,0,0,0,0
g22154,0,0,0,0,0,0
g22156,0,0,0,0,3,0
g22169,0,0,0,0,0,0
g22173,0,0,0,0,0,0
g22174,0,0,0,0,0,0
g22179,0,0,0,156,0,60
g22180,0,0,0,17,0,21
g22184,0,0,0,0,0,0
g22185,0,0,0,0,0,0
g22187,0,0,0,0,0,0
g22188,0,0,0,0,0,0
g22189,0,0,0,0,0,0
g22198,0,0,3,0,2,0
g22200,0,0,2,0,0,3
g22206,0,0,0,0,0,0
g22209,0,0,0,0,0,0
g22211,0,0,0,2,3,3
g22215,0,0,0,3,0,0
g22216,0,0,0,0,0,0
g22217,0,0,0,0,0,0
g22219,0,0,0,0,0,0
g22220,0,0,0,0,0,0
g22222,0,0,0,0,0,7
g22224,0,0,0,0,0,0
g22225,0,0,0,0,0,0
g22226,0,0,0,0,0,0
g22227,0,0,0,0,0,0
g22228,0,1,0,0,0,0
g22229,0,0,0,0,0,0
g22230,0,4,0,2,0,0
g22231,0,0,0,0,0,0
g22232,0,0,0,0,0,0
g22233,0,0,0,0,0,0
g22237,0,1,4,6,0,3
g22238,0,0,0,0,0,0
g22239,0,0,0,5,0,7
g22242,0,0,0,0,0,0
g22243,0,0,0,0,0,0
g22245,0,0,0,0,0,0
g22246,0,0,0,0,1,0
g22287,0,1,9,1,6,2
g22338,0,0,0,0,0,0
g22352,0,0,0,0,0,0
g22369,0,0,0,0,0,0
g22420,0,0,0,0,0,0
g22516,0,0,0,0,0,0
g22517,0,0,0,0,0,0
g22558,0,7,30,229,6,182
g22565,0,0,9,19,7,0
g22609,0,0,0,5,0,0
g22613,0,9,2,2,0,4
g22615,0,0,0,0,0,0
g22621,0,0,4,2,0,5
g22632,0,0,0,0,0,0
g22633,0,0,0,0,0,0
g22708,0,0,0,1,0,0
g22714,0,0,0,0,2,0
g22716,0,1,0,10,8,0
g22722,0,0,10,3,61,13
g22728,0,0,0,0,0,0
g22741,0,0,0,0,0,0
g22772,0,0,0,0,0,0
g22773,0,0,0,0,0,0
g22774,0,0,0,0,0,0
g22796,0,0,2,0,5,0
g22797,0,0,0,0,0,0
g22809,0,3,0,2,0,4
g22810,0,0,0,5,0,6
g22813,0,0,4,0,0,0
g22814,0,0,0,0,0,0
g22843,0,0,0,1,0,0
g22851,0,0,0,0,0,0
g22852,0,0,0,0,0,0
g22853,0,0,0,0,0,0
g22854,0,0,0,0,0,0
g22856,0,0,0,0,0,0
g22858,0,0,0,0,0,0
g22859,0,2,5,10,6,15
g22860,0,0,0,0,0,2
g22862,0,0,0,0,0,0
g22863,0,0,0,0,0,0
g22864,0,0,0,0,0,0
g22867,0,0,0,0,0,0
g22868,0,0,0,0,0,0
g22873,0,5,0,0,0,0
g22875,0,0,0,0,0,0
g22876,0,0,0,0,0,0
g22877,0,0,0,0,0,0
g22878,0,0,0,0,0,0
g22879,0,0,0,0,0,0
g22880,0,0,0,0,0,0
g22881,0,0,4,1,2,0
g22882,0,0,1,0,1,0
g22883,0,0,3,0,0,0
g22884,0,0,0,0,0,0
g22885,0,0,0,0,0,0
g22886,0,0,0,0,0,0
g22887,0,0,0,0,0,0
g22889,0,0,0,0,0,0
g22890,0,0,0,0,0,0
g22899,0,0,0,0,0,0
g22901,0,0,0,0,0,0
g22902,0,0,0,0,0,0
g22904,0,0,6,0,2,0
g22906,0,0,0,0,0,0
g22907,0,0,0,0,0,0
g22910,0,0,0,0,0,0
g22911,0,0,0,0,0,0
g22915,0,0,0,6,0,0
g22916,0,0,0,2,0,0
g22918,0,0,0,0,0,0
g22919,0,0,0,0,0,0
g22924,0,0,0,0,0,0
g22925,0,0,0,1,0,4
g22927,0,0,0,0,0,0
g22930,0,0,0,0,0,0
g22934,0,0,0,0,3,0
g22935,0,9,0,0,0,0
g22936,0,0,8,3,0,0
g22938,0,0,0,0,0,0
g22939,0,0,0,0,0,0
g22940,0,0,0,0,0,0
g22941,0,0,0,0,0,0
g22962,0,0,5,4,4,4
g22969,0,5,2,1,2,1
g22970,0,0,0,0,0,0
g22971,0,0,0,0,0,0
g23039,0,0,0,0,0,0
g23041,0,0,0,3,0,0
g23042,0,0,0,0,0,0
g23044,0,0,0,0,0,0
g23050,0,0,0,0,0,0
g23059,0,0,0,3,0,0
g23066,0,0,0,0,0,0
g23067,0,0,0,0,0,0
g23070,0,0,0,0,0,0
g23071,0,0,0,0,0,0
g23072,0,0,0,0,0,0
g23073,0,0,0,0,0,0
g23074,0,0,0,0,0,0
g23079,0,0,0,0,0,0
g23083,0,0,0,0,0,0
g23086,0,0,0,0,0,0
g23088,0,0,0,0,0,0
g23089,0,0,0,0,0,0
g23090,0,0,0,0,0,0
g23091,0,3,0,0,0,0
g23092,0,0,2,0,0,0
g23097,0,0,0,2,0,2
g23103,0,0,0,0,0,0
g23106,0,0,0,0,0,0
g23108,0,0,0,0,1,3
g23125,0,0,0,0,0,0
g23128,0,0,0,0,0,0
g23135,0,0,0,0,0,0
g23136,0,0,0,0,0,0
g23137,0,0,5,0,0,0
g23144,0,0,0,0,0,0
g23145,0,0,0,0,0,0
g23146,0,0,0,0,0,0
g23148,0,0,0,0,0,0
g23158,0,0,0,0,0,0
g23159,0,7,0,3,0,0
g23160,0,0,0,6,0,0
g23165,0,0,0,0,0,0
g23166,0,0,0,0,0,0
g23167,0,0,0,0,0,0
g23171,0,0,0,0,0,0
g23176,0,0,0,0,0,0
g23214,0,2,2,0,3,0
g23217,0,0,0,0,0,0
g23218,0,0,0,0,0,0
g23219,0,0,0,0,0,0
g23220,0,0,0,0,0,0
g23221,0,0,0,0,0,0
g23222,0,0,0,0,0,1
g23223,0,0,0,0,0,0
g23224,0,0,0,0,0,0
g23229,0,0,3,6,1,0
g23230,0,0,0,0,0,3
g23231,0,2,0,0,0,0
g23249,0,0,0,0,0,0
g23250,0,0,0,0,0,0
g23251,0,0,0,1,0,0
g23258,0,0,0,0,0,0
g23263,0,0,0,0,0,0
g23266,0,0,0,0,0,0
g23267,0,0,0,0,0,0
g23268,0,0,0,0,0,0
g23273,0,0,0,0,0,0
g23281,0,0,0,0,0,0
g23282,0,0,0,0,0,2
g23320,0,0,0,0,0,0
g23321,0,0,0,0,0,0
g23322,0,0,0,0,0,0
g23325,0,0,0,0,0,0
g23333,0,0,0,0,0,4
g23334,0,0,0,0,0,0
g23337,0,0,0,0,0,0
g23339,0,0,1,0,0,0
g23341,0,0,0,0,0,0
g23342,0,0,0,0,0,0
g23343,0,0,0,0,0,0
g23344,0,4,0,4,0,0
g23351,0,3,1,2,1,0
g23354,0,0,0,4,0,0
g23355,0,0,0,0,0,0
g23356,0,0,0,0,0,0
g23357,0,0,0,0,0,0
g23358,0,0,0,0,0,0
g23359,0,3,4,0,0,0
g23360,0,0,0,0,0,0
g23366,0,0,0,0,2,1
g23367,0,1,0,0,0,1
g23368,0,0,1,0,1,4
g23369,0,0,4,0,7,1
g23370,0,0,0,0,0,0
g23377,0,0,0,0,0,0
g23379,0,0,0,0,0,0
g23380,0,0,0,0,0,0
g23381,0,0,0,0,0,0
g23382,0,0,0,0,0,0
g23383,0,0,1,0,0,0
g23384,0,0,0,1,0,0
g23385,0,0,0,0,1,0
g23387,0,0,0,0,0,0
g23388,0,13,25,57,28,40
g23389,0,13,44,42,33,44
g23390,0,0,0,0,0,0
g23395,0,0,0,0,0,0
g23401,0,0,0,0,0,0
g23402,0,0,0,0,0,0
g23403,0,0,0,0,0,0
g23406,0,0,0,0,0,0
g23407,0,0,0,0,0,0
g23408,0,0,0,0,0,0
g23409,0,0,0,0,0,0
g23410,0,0,0,0,0,0
g23411,0,0,0,0,0,0
g23414,0,0,0,0,0,0
g23415,0,0,0,2,0,0
g23416,0,0,0,0,0,0
g23420,0,0,0,0,0,0
g23421,0,0,0,0,1,0
g23422,0,0,0,0,0,0
g23423,0,1,0,0,1,0
g23424,0,1,0,0,1,0
g23425,0,0,0,0,1,0
g23426,0,0,0,0,1,0
g23427,0,1,0,0,0,0
g23428,0,0,0,0,2,0
g23429,0,0,0,0,1,0
g23430,0,0,0,0,0,0
g23431,0,0,0,0,1,0
g23432,0,0,0,0,1,0
g23433,0,0,0,0,0,0
g23434,0,0,0,0,1,0
g23435,0,0,1,0,1,0
g23436,0,1,0,0,0,0
g23437,0,0,1,0,1,0
g23438,0,0,1,0,0,0
g23439,0,0,0,0,0,0
g23457,0,0,0,1,0,0
g23458,0,0,0,1,2,1
g23459,0,0,0,1,0,1
g23482,0,0,0,0,0,0
g23487,0,0,0,4,0,0
g23495,0,0,0,0,0,8
g23496,0,2,2,3,0,10
g23506,0,0,0,0,0,0
g23531,0,0,0,0,0,0
g23532,0,0,0,0,0,0
g23533,0,0,0,0,0,0
g23541,0,0,0,0,0,0
g23542,0,0,0,0,0,0
g23543,0,0,0,0,0,0
g23544,0,0,0,0,0,0
g23545,0,0,0,0,0,0
g23546,0,0,0,0,0,0
g23550,0,0,0,0,0,0
g23551,0,0,0,0,0,0
g23552,0,0,0,0,0,0
g23553,0,0,0,0,0,0
g23559,0,0,0,0,0,0
g23563,0,0,0,0,0,0
g23564,0,0,0,0,0,0
g23565,0,0,0,0,0,0
g23567,0,0,0,0,2,0
g23571,0,0,0,0,0,0
g23572,0,0,0,0,0,0
g23573,0,0,0,0,0,0
g23574,0,0,0,0,0,0
g23578,0,0,0,0,0,0
g23580,0,0,1,0,0,0
g23581,0,0,0,0,0,0
g23582,0,0,0,0,0,0
g23583,0,0,0,0,0,0
g23584,0,0,0,0,0,0
g23591,0,0,0,0,0,0
g23592,0,0,0,0,0,0
g23593,0,0,0,0,0,0
g23594,0,0,0,0,0,0
g23599,0,0,0,0,0,0
g23607,0,0,0,0,0,0
g23608,0,0,0,3,0,10
g23609,0,0,0,0,0,0
g23611,0,0,0,0,0,0
g23615,0,0,0,0,0,4
g23616,0,0,0,0,0,0
g23617,0,0,0,1,0,0
g23618,0,0,0,5,0,0
g23621,0,0,0,0,4,0
g23622,0,0,0,0,0,0
g23623,0,0,0,0,0,0
g23626,0,0,0,0,0,0
g23627,0,0,0,0,0,0
g23629,0,0,0,0,0,0
g23632,0,0,0,0,0,0
g23633,0,0,0,0,0,0
g23635,0,0,0,0,0,0
g23636,0,0,0,0,0,0
g23637,0,0,0,0,0,0
g23640,0,0,0,0,0,0
g23645,0,0,0,0,0,0
g23650,0,0,0,0,0,0
g23651,0,0,0,0,0,0
g23652,0,0,0,0,0,0
g23654,0,0,0,0,0,0
g23655,0,0,0,0,0,0
g23656,0,0,0,0,0,0
g23657,0,0,0,0,0,0
g23660,0,0,0,0,0,0
g23661,0,0,0,0,0,0
g23664,0,0,0,3,0,0
g23667,0,0,0,0,0,0
g23668,0,0,0,0,0,0
g23671,0,0,0,0,0,0
g23673,0,8,0,0,2,1
g23674,0,4,0,0,0,7
g23683,0,0,0,0,0,0
g23696,0,0,0,0,0,0
g23697,0,0,0,0,0,0
g23698,0,0,0,0,0,0
g23702,0,0,0,0,0,0
g23703,0,0,0,0,0,0
g23709,0,0,0,0,0,0
g23710,0,0,0,0,0,0
g23716,0,0,3,0,0,0
g23729,0,1,0,0,0,0
g23730,0,0,0,0,0,0
g23731,0,0,360,261,150,397
g23732,0,0,300,230,185,326
g23733,0,0,0,0,0,0
g23734,0,0,0,0,0,0
g23736,0,0,0,0,0,0
g23737,0,0,0,0,0,0
g23738,0,0,0,0,0,0
g23763,0,0,0,0,3,0
g23766,0,0,2,0,1,6
g23769,0,0,0,0,0,0
g23772,0,0,1,1,0,0
g23784,0,0,0,0,0,0
g23786,0,0,0,0,0,0
g23787,0,0,0,0,0,0
g23789,0,0,0,0,0,0
g23790,0,0,0,0,0,0
g23791,0,0,0,0,0,0
g23799,0,4,5,11,0,12
g23803,0,0,0,0,0,0
g23804,0,2,0,5,9,4
g23920,0,0,0,0,0,0
g23936,0,0,0,0,0,0
g23939,0,0,1,0,2,0
